"","UNH.Open","UNH.High","UNH.Low","UNH.Close","UNH.Volume","UNH.Adjusted"
"2019-12-06",282.839996,283.040009,279.109985,280.190002,2828900,272.718018
"2019-12-09",280.769989,280.869995,277.420013,277.540009,2697100,270.138702
"2019-12-10",277.600006,279.600006,274.01001,279.519989,2515300,272.065857
"2019-12-11",278.299988,280.660004,278.029999,280.5,2751300,273.019745
"2019-12-12",281.029999,283.98999,280.040009,283.609985,2996200,276.046814
"2019-12-13",284.970001,287.809998,284.119995,285.480011,3599300,277.866943
"2019-12-16",287.970001,295.440002,287.059998,292.029999,4663600,284.242279
"2019-12-17",291.23999,292.779999,289.170013,290.470001,4409100,282.723907
"2019-12-18",291,294.859985,290.98999,292.899994,3621600,285.089081
"2019-12-19",295,297.200012,293.619995,294.619995,2905900,286.763214
"2019-12-20",298.899994,300,292.51001,292.589996,6608300,284.787354
"2019-12-23",293.429993,295.850006,292.809998,295.089996,2098900,287.220673
"2019-12-24",295.26001,295.829987,293.559998,294.540009,714000,286.685333
"2019-12-26",295.299988,296.26001,294.540009,295.649994,1050600,287.765717
"2019-12-27",296.01001,296.540009,295.01001,295.970001,1547100,288.077209
"2019-12-30",296.049988,296.540009,293.450012,293.850006,1511700,286.013702
"2019-12-31",293.660004,294.089996,291.149994,293.980011,2224200,286.140289
"2020-01-02",293.980011,295.700012,289.790009,292.5,2543400,284.699738
"2020-01-03",287.269989,291.880005,284.359985,289.540009,2711400,281.818695
"2020-01-06",288,291.660004,287.220001,291.549988,3079100,283.775085
"2020-01-07",290.700012,291.48999,287.579987,289.790009,2492900,282.062042
"2020-01-08",291.5,297.380005,290.040009,295.899994,3379200,288.009064
"2020-01-09",294.290009,297.200012,293.720001,294.220001,2838200,286.373901
"2020-01-10",296.070007,296.070007,292.209991,295.130005,2477900,287.259613
"2020-01-13",294.369995,294.450012,285.019989,285.850006,6994900,278.227112
"2020-01-14",285.600006,288.23999,284.25,288.23999,6056300,280.553314
"2020-01-15",289.019989,299.640015,289,296.410004,6081300,288.505493
"2020-01-16",298,300.98999,295.929993,300.73999,3710300,292.720032
"2020-01-17",300.01001,300.700012,295.880005,298.470001,4632200,290.510498
"2020-01-21",296.890015,302.540009,296.01001,300.529999,4962800,292.515594
"2020-01-22",301.98999,302.130005,297.350006,300.589996,3117600,292.574005
"2020-01-23",300.01001,300.579987,296.649994,299.459991,3169600,291.474121
"2020-01-24",298.339996,299.929993,291.559998,292.809998,3678500,285.001465
"2020-01-27",288,288.079987,280.070007,284.089996,4399400,276.514008
"2020-01-28",283.910004,288.369995,283.299988,285.869995,4341000,278.246552
"2020-01-29",284,286.190002,280.890015,282.899994,3963800,275.355774
"2020-01-30",281.839996,281.839996,275.920013,280.980011,4211800,273.487
"2020-01-31",278.170013,278.779999,271.179993,272.450012,5532600,265.184418
"2020-02-03",275.130005,276.850006,270.820007,274.019989,5646800,266.712524
"2020-02-04",277.279999,283.5,276.880005,280.839996,4290200,273.350647
"2020-02-05",285.600006,297,285.440002,295.730011,5761000,287.843658
"2020-02-06",297,297.269989,290,292.459991,3044000,284.660797
"2020-02-07",292.869995,293.390015,288.910004,289.220001,3425900,281.507233
"2020-02-10",286.230011,289.290009,285.450012,287.029999,3147400,279.37561
"2020-02-11",286.850006,291.570007,285.899994,290.790009,2992200,283.03537
"2020-02-12",295,305,294.01001,303.480011,6701900,295.386963
"2020-02-13",300.140015,305.899994,300.140015,302.200012,3565500,294.141083
"2020-02-14",302.209991,303.970001,297.309998,298.779999,2485600,290.812225
"2020-02-18",299.670013,303.350006,299,302.140015,3241700,294.082672
"2020-02-19",303.369995,306.709991,302.730011,305.309998,3021100,297.168091
"2020-02-20",303.200012,304.160004,297.890015,302.130005,2885500,294.072906
"2020-02-21",300.470001,302.51001,298.609985,301.429993,2987100,293.391602
"2020-02-24",286.890015,288.98999,277.640015,277.790009,8790600,270.38205
"2020-02-25",280.149994,281.980011,262.01001,263.390015,8171200,256.366058
"2020-02-26",264.720001,269.829987,258.709991,263,6806600,255.98642
"2020-02-27",258.420013,262.149994,252.070007,253.919998,7604300,247.148575
"2020-02-28",246.199997,257.100006,245.300003,254.960007,9961000,248.160828
"2020-03-02",257.339996,273.23999,250.320007,273.109985,8866300,265.826843
"2020-03-03",275.350006,280.350006,259.230011,261.399994,9188100,254.429077
"2020-03-04",290,295.839996,282.209991,289.420013,14533000,281.701904
"2020-03-05",281.600006,289.420013,279.940002,282.959991,5908400,275.414124
"2020-03-06",275.420013,284.970001,271.899994,283.869995,5361900,276.299927
"2020-03-09",264.459991,281.440002,259.23999,273.440002,8070700,266.14801
"2020-03-10",279.720001,283.899994,272.5,280,7366000,272.533051
"2020-03-11",274.76001,285.23999,273.26001,277.779999,7744600,270.372284
"2020-03-12",260,272.230011,250,250.410004,10496600,243.732178
"2020-03-13",260.98999,273.220001,242.270004,272.040009,9308400,265.932312
"2020-03-16",243.919998,245.679993,223.949997,225.039993,10303500,219.987518
"2020-03-17",230.820007,248.759995,228.289993,244.220001,9642200,238.736908
"2020-03-18",225.75,231.449997,200.190002,217.059998,12917500,212.186691
"2020-03-19",216.979996,226.119995,208.940002,219.800003,8065200,214.865173
"2020-03-20",223.179993,232.639999,203.460007,206.589996,9364100,201.951752
"2020-03-23",202.039993,205.75,187.720001,194.860001,10654500,190.485123
"2020-03-24",202.139999,220.270004,199,219.800003,8894400,214.865173
"2020-03-25",219.089996,247.509995,216,234.490005,10014000,229.225357
"2020-03-26",234.029999,257.959991,232.300003,255.389999,7517600,249.656128
"2020-03-27",242.940002,251.600006,238.240005,242.449997,4879500,237.006653
"2020-03-30",242.639999,254.089996,242.639999,251.279999,5329000,245.638412
"2020-03-31",243.479996,254.529999,243,249.380005,5450000,243.781067
"2020-04-01",238.690002,246.610001,235.440002,237.320007,4548800,231.991837
"2020-04-02",235.300003,242,226.029999,240.440002,4636800,235.041763
"2020-04-03",238.320007,239.339996,227.270004,229.490005,4650300,224.337616
"2020-04-06",240,249.289993,235.119995,248.339996,6365900,242.764404
"2020-04-07",259.809998,266.709991,246.539993,248.039993,4984100,242.47113
"2020-04-08",247.690002,269.160004,246.259995,267.829987,6390200,261.816803
"2020-04-09",265,270.399994,261.600006,264.130005,4923300,258.19986
"2020-04-13",262.059998,264.959991,258.179993,263.51001,2964900,257.593811
"2020-04-14",269,273.070007,267,270.5,4778900,264.426819
"2020-04-15",276.329987,282.98999,270.679993,281.679993,7841800,275.355865
"2020-04-16",283.440002,300,280.01001,298.429993,7738900,291.729828
"2020-04-17",300.98999,304,287.100006,290.559998,5857500,284.036469
"2020-04-20",285.299988,289.01001,281.269989,282.140015,4072600,275.805573
"2020-04-21",274.950012,280,273.25,274.190002,3977500,268.033997
"2020-04-22",279.579987,283.820007,276.709991,277.019989,3663300,270.800507
"2020-04-23",279.059998,288.459991,278.540009,285.329987,4420500,278.923889
"2020-04-24",287.290009,291.899994,284,291.290009,3265000,284.750153
"2020-04-27",293.209991,296.859985,290.630005,293.980011,3706200,287.37973
"2020-04-28",298,298.25,285.619995,288.359985,3862900,281.885895
"2020-04-29",292,292.75,286.100006,287.649994,4258400,281.191864
"2020-04-30",286.649994,295,285.519989,292.470001,7631700,285.903625
"2020-05-01",288.390015,289,279.600006,284.51001,3526100,278.122345
"2020-05-04",284.48999,287.940002,282.109985,287.540009,2894200,281.08429
"2020-05-05",289.959991,296,287.290009,293.040009,2501300,286.460846
"2020-05-06",295.100006,297.679993,288.440002,288.769989,2579200,282.286713
"2020-05-07",291.059998,292.290009,284.519989,285,3162300,278.601318
"2020-05-08",289.48999,290,285.660004,287,3200000,280.556427
"2020-05-11",285.559998,290.100006,285.26001,288.690002,3490700,282.208466
"2020-05-12",291.769989,293.149994,287.700012,287.700012,4214300,281.240723
"2020-05-13",284.48999,286.399994,275.559998,278,5474100,271.758484
"2020-05-14",275.929993,292.450012,275.640015,290.609985,5704600,284.085388
"2020-05-15",292.410004,300,290.720001,290.959991,12182800,284.427521
"2020-05-18",298.480011,299.720001,292.019989,293.359985,4015100,286.773651
"2020-05-19",290.73999,294.630005,288.880005,289.049988,3059400,282.560394
"2020-05-20",292.899994,292.899994,286.700012,287.98999,3200600,281.524231
"2020-05-21",286.040009,290.130005,284.929993,286.910004,3604900,280.468445
"2020-05-22",287.299988,290.23999,284.790009,289.940002,2922800,283.43045
"2020-05-26",296.5,297.029999,292.5,294.890015,4567800,288.269318
"2020-05-27",297.420013,303.799988,290.799988,303.769989,5618900,296.949921
"2020-05-28",305.950012,309.660004,303.290009,303.970001,4387700,297.145416
"2020-05-29",304.720001,308.369995,300.850006,304.850006,6251500,298.005707
"2020-06-01",304.019989,305.980011,300.559998,305.929993,2894000,299.061462
"2020-06-02",305.579987,308.100006,301.730011,306.309998,2756800,299.432892
"2020-06-03",307.850006,310.119995,302.73999,305.350006,4360000,298.494476
"2020-06-04",303.179993,304.470001,294.290009,298.079987,4374300,291.387634
"2020-06-05",304,314.279999,300.5,311.850006,5554300,304.848511
"2020-06-08",308.640015,315.839996,307.929993,309.480011,4635500,302.531738
"2020-06-09",309.899994,312.649994,307.329987,309.209991,3061500,302.267792
"2020-06-10",308.940002,310.309998,302.859985,305.75,3296100,298.885437
"2020-06-11",303.359985,303.359985,280.799988,283.730011,6638900,277.359833
"2020-06-12",290.649994,294.100006,278.700012,285.149994,5416800,278.747986
"2020-06-15",278.019989,287,273.709991,286.279999,4494600,279.85257
"2020-06-16",295.440002,297.570007,287.440002,293,4245400,286.421692
"2020-06-17",295.100006,295.100006,291.230011,292.600006,2538000,286.030701
"2020-06-18",290.429993,291.779999,286.600006,291.480011,2926600,284.935852
"2020-06-19",294.429993,296.519989,290.910004,291.23999,5172800,285.927399
"2020-06-22",289.790009,293,286.26001,292.670013,2174100,287.33139
"2020-06-23",294.01001,299.279999,291.070007,297.600006,4023400,292.171387
"2020-06-24",293.98999,297.100006,285.570007,289.179993,3399900,283.904999
"2020-06-25",288.279999,296.779999,286.059998,296.220001,3112500,290.816589
"2020-06-26",295.140015,296.579987,285.820007,286.880005,5043200,281.646942
"2020-06-29",288.450012,292.279999,286.619995,289.76001,2356700,284.474396
"2020-06-30",288.570007,296.450012,287.660004,294.950012,2932900,289.569763
"2020-07-01",295.829987,300.399994,295.23999,297.730011,2303800,292.299042
"2020-07-02",300.5,303.079987,297.179993,298.26001,1971700,292.819366
"2020-07-06",303,303.48999,299.329987,302.809998,2395000,297.286377
"2020-07-07",300.660004,303.559998,295.950012,296.649994,2075700,291.238739
"2020-07-08",297.350006,300.869995,295.679993,298.359985,1987400,292.917542
"2020-07-09",295.100006,298.549988,287.5,291.160004,3061700,285.848877
"2020-07-10",294.23999,294.23999,287.100006,291.230011,2391600,285.917633
"2020-07-13",292.089996,304.519989,291.769989,299.709991,4263300,294.242889
"2020-07-14",297.809998,309.73999,296.709991,308.519989,4234900,302.892181
"2020-07-15",301.119995,310.690002,298.660004,304.070007,5116900,298.523376
"2020-07-16",305.01001,310.850006,303.160004,307.149994,3844500,301.547211
"2020-07-17",309.089996,310.970001,306.25,306.529999,3016500,300.938507
"2020-07-20",306.790009,308.600006,302.380005,303.459991,2375500,297.9245
"2020-07-21",305.029999,307,303.109985,305.109985,2340200,299.544403
"2020-07-22",304.859985,306.910004,301.809998,306.709991,1935800,301.115204
"2020-07-23",308.200012,308.5,301.269989,302.970001,2367700,297.443481
"2020-07-24",303.329987,304.279999,299.230011,300.790009,2415700,295.303223
"2020-07-27",298.429993,302.130005,297.369995,298.600006,2060500,293.153168
"2020-07-28",297.890015,301.399994,297.209991,299.929993,2257400,294.458923
"2020-07-29",301.459991,309.75,300,306.679993,2672700,301.085785
"2020-07-30",301.679993,306.459991,298.890015,305.230011,2205300,299.662231
"2020-07-31",303.440002,303.73999,298.049988,302.779999,3913500,297.256897
"2020-08-03",303.589996,304.910004,299.200012,303.609985,2628500,298.071808
"2020-08-04",301.910004,308.859985,300.070007,304.5,3594900,298.945526
"2020-08-05",306.829987,312.959991,305.019989,312.470001,2982200,306.770172
"2020-08-06",312,316.23999,310.399994,314.059998,3305300,308.331177
"2020-08-07",313.339996,319,313.339996,317.029999,2600800,311.246948
"2020-08-10",317,320.470001,315.579987,319.100006,2563600,313.279236
"2020-08-11",322.920013,324.570007,314.660004,315.549988,3018200,309.793945
"2020-08-12",318,323.290009,317.640015,322.269989,2915800,316.391357
"2020-08-13",320.679993,321.869995,317.839996,321.519989,2159500,315.65506
"2020-08-14",320.540009,323.929993,318.730011,323.700012,1787200,317.795288
"2020-08-17",321.450012,323.799988,319.350006,320.51001,2772500,314.663483
"2020-08-18",321.980011,322.670013,315.709991,316.809998,2520000,311.031006
"2020-08-19",316.769989,319.48999,315.179993,315.399994,2066700,309.646698
"2020-08-20",314.829987,315.279999,312.01001,313.329987,2245600,307.614471
"2020-08-21",311.279999,315.279999,310.089996,314.140015,2488500,308.409698
"2020-08-24",316.809998,316.899994,306.48999,308.839996,2922200,303.20639
"2020-08-25",312.200012,312.359985,307.799988,312.220001,1879300,306.524689
"2020-08-26",310.980011,311.359985,303.609985,308.820007,3178900,303.186737
"2020-08-27",310.410004,314.769989,305.48999,311.670013,2321000,305.984772
"2020-08-28",312.339996,315.820007,308.970001,314.369995,2883500,308.635468
"2020-08-31",314.890015,319.559998,312.540009,312.549988,4341600,306.848694
"2020-09-01",310.160004,314.720001,310,312.829987,2487100,307.123566
"2020-09-02",312.559998,321.279999,312.559998,320.23999,2846500,314.398407
"2020-09-03",322,323.820007,313.730011,316.230011,3872500,310.461578
"2020-09-04",316.480011,317.829987,306.630005,312,2901000,306.308746
"2020-09-08",311.029999,311.459991,303.829987,307.25,2594500,301.645355
"2020-09-09",309.679993,315.320007,308.420013,312.019989,2195600,306.328369
"2020-09-10",312.730011,314.440002,303.720001,304.600006,2421200,299.043732
"2020-09-11",305.070007,306.459991,297.290009,301.480011,3085900,297.200287
"2020-09-14",303.01001,311.119995,303.01001,308.570007,1795500,304.189606
"2020-09-15",310.049988,311.459991,306.049988,307.230011,1468300,302.868652
"2020-09-16",309.070007,312.25,306.200012,306.519989,3438200,302.168671
"2020-09-17",304.5,307.380005,302.109985,304.980011,2394100,300.650604
"2020-09-18",305.01001,310.390015,303.769989,308.019989,3795400,303.6474
"2020-09-21",300.470001,300.529999,291.660004,299.190002,4124700,294.942719
"2020-09-22",298.440002,300.619995,292.920013,294.26001,3163600,290.082733
"2020-09-23",295,296.100006,291.829987,292.140015,3709900,287.992859
"2020-09-24",292.190002,294.929993,289.640015,292.660004,2869100,288.505493
"2020-09-25",291.25,303.269989,291.220001,302.5,2455800,298.20575
"2020-09-28",306.390015,310.01001,302.829987,303.230011,2575700,298.925415
"2020-09-29",303.670013,305.5,300.679993,304.149994,1797800,299.832367
"2020-09-30",304.019989,314.519989,303.98999,311.769989,3497300,307.344177
"2020-10-01",312.910004,315.170013,309.149994,313.070007,2731200,308.625763
"2020-10-02",312.100006,317.390015,308.359985,311.980011,2338000,307.551208
"2020-10-05",315.070007,318.420013,313.119995,318.149994,1638600,313.633606
"2020-10-06",318.950012,320.299988,313.48999,314.450012,2434400,309.986145
"2020-10-07",315.820007,324.73999,315.820007,323.170013,2596600,318.582336
"2020-10-08",323.429993,325.350006,320.98999,322.410004,2056700,317.83316
"2020-10-09",324.660004,328.170013,323.920013,327.839996,2028900,323.186066
"2020-10-12",329.119995,333.559998,329.01001,329.970001,2424200,325.285797
"2020-10-13",328.5,333.700012,327.709991,331.420013,2713500,326.715271
"2020-10-14",322.070007,330.570007,320.200012,321.850006,4455400,317.281097
"2020-10-15",318.850006,326.970001,316.329987,324.570007,3172200,319.962494
"2020-10-16",325.459991,332.350006,324.730011,329.899994,3293300,325.216797
"2020-10-19",328.540009,330.779999,322.059998,324.220001,2482100,319.617432
"2020-10-20",326.619995,328.619995,323.279999,323.410004,1988600,318.818939
"2020-10-21",323.410004,326.48999,322.179993,322.790009,2139000,318.207794
"2020-10-22",322.320007,328.059998,322.25,325.730011,2100600,321.106018
"2020-10-23",329.160004,335.649994,328.130005,330.600006,2349500,325.906891
"2020-10-26",326.320007,327.75,318.540009,323.059998,2408500,318.473877
"2020-10-27",323.059998,323.5,319.429993,320.51001,2427700,315.960114
"2020-10-28",313.329987,317.809998,307.440002,308,3301400,303.627655
"2020-10-29",306.589996,309.480011,301.459991,303.679993,3279200,299.369019
"2020-10-30",303.230011,307.170013,299.600006,305.140015,3556800,300.808319
"2020-11-02",312.640015,312.640015,307.359985,312.100006,4519000,307.669525
"2020-11-03",317.470001,326.440002,315.019989,321.350006,4043900,316.788177
"2020-11-04",345.230011,360.440002,341.140015,354.559998,10344900,349.526733
"2020-11-05",358.070007,360.980011,349.679993,354.399994,4786500,349.369019
"2020-11-06",350.359985,352,344.570007,347.459991,2994900,342.527527
"2020-11-09",366.309998,367.950012,348.980011,350,4635300,345.031464
"2020-11-10",349.48999,355.899994,348.170013,353.690002,3733200,348.669098
"2020-11-11",356.160004,356.809998,349.410004,351.700012,2048200,346.707367
"2020-11-12",351.399994,360.519989,349.75,354.410004,2907300,349.378876
"2020-11-13",356.859985,357.940002,352.790009,355.670013,2442100,350.621002
"2020-11-16",358.950012,359.579987,351.01001,356.820007,2790100,351.754639
"2020-11-17",352.390015,353.359985,347.5,352.100006,2557600,347.101685
"2020-11-18",353.429993,354.049988,343.089996,344.51001,2722500,339.619415
"2020-11-19",342.290009,343.070007,334.329987,337,3935600,332.216003
"2020-11-20",335,337.660004,331.709991,334.700012,3702000,329.9487
"2020-11-23",335.549988,336.26001,331.589996,335.059998,2535700,330.303558
"2020-11-24",336.179993,340,334.429993,336.01001,3759700,331.240082
"2020-11-25",338.820007,338.820007,329.140015,333.190002,3145100,328.460083
"2020-11-27",333.529999,338.899994,331.839996,337.940002,1558600,333.14267
"2020-11-30",335.109985,337.940002,330.290009,336.339996,5265700,331.565399
"2020-12-01",344.769989,354.100006,339.929993,341.190002,3817700,336.346527
"2020-12-02",341.769989,351.829987,341.5,347.559998,2864300,342.626099
"2020-12-03",347.899994,352.769989,346.48999,348.679993,4169200,343.730194
"2020-12-04",346,351.470001,345.75,349.890015,3255100,346.164032
"2020-12-07",348.720001,349.890015,345.220001,347.859985,2999400,344.155609
"2020-12-08",344.75,349.899994,344.079987,347.859985,2471200,344.155609
"2020-12-09",348.890015,349.410004,341.609985,344.410004,2600400,340.742401
"2020-12-10",345.160004,345.459991,339.26001,339.649994,2896900,336.033051
"2020-12-11",338.130005,338.880005,334.329987,337.070007,3071700,333.48053
"2020-12-14",340.029999,343.230011,335.859985,336.130005,2479000,332.550537
"2020-12-15",339.140015,341.01001,337.040009,339.670013,2616500,336.052856
"2020-12-16",336.829987,341.660004,334.26001,339.339996,2365600,335.726379
"2020-12-17",339.809998,342.600006,337.309998,341.670013,2525700,338.031555
"2020-12-18",342.519989,342.609985,334,338.380005,8742700,334.776581
"2020-12-21",332.070007,336.950012,329.399994,336.079987,2892700,332.501068
"2020-12-22",335.160004,336.980011,333.470001,335.01001,2069700,331.442474
"2020-12-23",336.48999,341.649994,336.029999,337.589996,2348100,333.994995
"2020-12-24",336.440002,341.410004,336.440002,340.790009,1360600,337.16095
"2020-12-28",343.209991,347.790009,343.059998,345.950012,2308200,342.265961
"2020-12-29",347.98999,351.290009,345,347.350006,2275700,343.651062
"2020-12-30",347.079987,349.01001,344.470001,344.98999,1866000,341.316162
"2020-12-31",345.040009,351.089996,344.049988,350.679993,1969000,346.945557
"2021-01-04",351.450012,352.079987,340.380005,349.5,4203800,345.778137
"2021-01-05",348.690002,351.359985,344.480011,344.799988,3160500,341.128204
"2021-01-06",337.109985,359.48999,335.109985,359.269989,6561400,355.444122
"2021-01-07",358.540009,366.450012,357.920013,365.029999,3366700,361.142792
"2021-01-08",367,367.48999,358.76001,363.390015,2947800,359.520264
"2021-01-11",362.619995,364.290009,359.190002,360.75,2695100,356.908356
"2021-01-12",357.940002,360.079987,355.230011,357.369995,2372500,353.564331
"2021-01-13",356.040009,356.809998,351.230011,355.040009,1974500,351.259186
"2021-01-14",356.850006,358.809998,350.420013,350.529999,2919900,346.79718
"2021-01-15",349.119995,353.049988,345.73999,351.299988,3777000,347.559021
"2021-01-19",356.209991,356.959991,351.559998,352.190002,3361300,348.439514
"2021-01-20",351.880005,352.079987,345.829987,350.839996,3036800,347.103882
"2021-01-21",350.809998,360.890015,350.73999,355,3749800,351.219604
"2021-01-22",353.309998,354.619995,347.540009,347.549988,2585100,343.848907
"2021-01-25",347.149994,350.390015,344.600006,347.809998,2506300,344.10614
"2021-01-26",350.51001,351.51001,342.570007,343.109985,2467500,339.456207
"2021-01-27",337.040009,338,329.01001,332.98999,4770900,329.44397
"2021-01-28",336.640015,346.579987,334.51001,338.149994,2769900,334.549011
"2021-01-29",336.529999,339.019989,330.630005,333.579987,3899200,330.027679
"2021-02-01",335.029999,338.149994,332.73999,334,3020200,330.443207
"2021-02-02",337.100006,344.640015,337.100006,338.720001,2663700,335.112976
"2021-02-03",338,340.160004,334.600006,337.890015,2537100,334.291809
"2021-02-04",332.320007,335.290009,328.390015,329.320007,5962200,325.81308
"2021-02-05",332.109985,333.480011,323.480011,324.51001,7227900,321.054291
"2021-02-08",327.01001,327.019989,323.809998,324.339996,4758200,320.886078
"2021-02-09",323.899994,331.040009,321.709991,329.630005,4096900,326.119781
"2021-02-10",332.660004,335.76001,329.769989,333.399994,4122700,329.849609
"2021-02-11",335,336.649994,331.5,333.070007,2776700,329.523132
"2021-02-12",331.679993,332.399994,327.880005,328.23999,2760800,324.744568
"2021-02-16",327.359985,329.839996,322.480011,324.619995,4339000,321.163116
"2021-02-17",323.459991,328.600006,322.23999,326.859985,2620000,323.379272
"2021-02-18",325.899994,329.579987,325.200012,328.410004,2383500,324.91275
"2021-02-19",328.75,328.850006,324.109985,324.579987,2313800,321.123505
"2021-02-22",321.5,329.049988,320.350006,327.640015,2688300,324.15097
"2021-02-23",329.98999,333.940002,326.640015,329.51001,3225700,326.001038
"2021-02-24",328.48999,333.600006,326.040009,332.209991,3360500,328.672272
"2021-02-25",331,333.600006,327.359985,328.869995,2780100,325.367828
"2021-02-26",330.549988,337.910004,329.850006,332.220001,5430000,328.68219
"2021-03-01",334.359985,338.910004,333.679993,334.649994,4198900,331.086273
"2021-03-02",335,337.670013,333.890015,334.640015,2568900,331.076416
"2021-03-03",333.320007,338.160004,332.779999,332.869995,3039700,329.325256
"2021-03-04",334.170013,340.839996,332.670013,333.809998,4991600,330.255249
"2021-03-05",335.029999,348.290009,335.019989,347.100006,4563100,343.403748
"2021-03-08",347.01001,354,345.600006,350.170013,3419900,346.44104
"2021-03-09",352.920013,361.25,351.339996,351.980011,4277600,348.231781
"2021-03-10",353.910004,354.480011,348.5,349.600006,3012300,345.877106
"2021-03-11",350.76001,355.970001,349.869995,353.100006,2520500,349.339844
"2021-03-12",353.170013,356.820007,351.98999,356.019989,2088700,353.480072
"2021-03-15",356.920013,357.940002,351.549988,353.880005,2343400,351.355347
"2021-03-16",353.529999,355.359985,351.910004,354.600006,2904200,352.070221
"2021-03-17",355.170013,358.070007,351.829987,352.179993,2633100,349.66748
"2021-03-18",352.869995,364.320007,352.339996,362.049988,3311600,359.467041
"2021-03-19",361.920013,370.459991,359.01001,365.579987,8572900,362.971863
"2021-03-22",365,368.579987,360.109985,366.859985,3505200,364.242737
"2021-03-23",368.850006,371.540009,367.220001,368.5,3100100,365.871033
"2021-03-24",366.049988,373.799988,365.51001,370.600006,3407800,367.956085
"2021-03-25",370.600006,372.109985,363.390015,371.089996,3021500,368.442566
"2021-03-26",371.679993,377.059998,370.290009,376.480011,2959800,373.794128
"2021-03-29",376.359985,380.5,374.98999,379.059998,2740400,376.355682
"2021-03-30",377.549988,379.880005,371.799988,373.559998,3066000,370.894958
"2021-03-31",372.799988,377,371.799988,372.070007,3356500,369.415588
"2021-04-01",372.200012,372.690002,365.76001,367.070007,2977700,364.451263
"2021-04-05",369.619995,372.630005,367.640015,370.179993,2709400,367.539063
"2021-04-06",368.779999,369.790009,362.720001,364.369995,2698600,361.770508
"2021-04-07",364.190002,365.880005,360.549988,365.640015,2158900,363.031464
"2021-04-08",363.109985,366.910004,363.109985,364.890015,2426700,362.286835
"2021-04-09",368.350006,376.609985,367,376.299988,2483200,373.615387
"2021-04-12",374.480011,379.829987,374.029999,376.279999,3057300,373.595551
"2021-04-13",376.25,379.309998,374.329987,374.5,2652300,371.828247
"2021-04-14",375.339996,378.01001,374.579987,375.630005,2805600,372.950195
"2021-04-15",380,392.359985,380,390.01001,4488300,387.2276
"2021-04-16",393.920013,393.920013,385.459991,391.01001,4532400,388.22049
"2021-04-19",390,393.390015,388.470001,389.839996,2965400,387.058777
"2021-04-20",389.859985,397.880005,389.420013,396.529999,3348100,393.70105
"2021-04-21",398.859985,401.480011,395.440002,398.809998,2473300,395.964813
"2021-04-22",398.440002,398.76001,393.190002,396.540009,2718600,393.710999
"2021-04-23",395.619995,401.98999,394.5,400.309998,2263200,397.454102
"2021-04-26",399.809998,400,395.209991,395.859985,1642300,393.035858
"2021-04-27",394.660004,396.329987,392.299988,394.5,1758500,391.685547
"2021-04-28",395.179993,396.98999,393.299988,394.589996,1886500,391.774902
"2021-04-29",396.75,402.160004,396.299988,401.549988,1996500,398.685242
"2021-04-30",401,401.859985,398.350006,398.799988,2328100,395.954865
"2021-05-03",401,406.769989,400.529999,405.899994,2568500,403.004211
"2021-05-04",405.480011,412.470001,403.5,411.339996,3237200,408.405426
"2021-05-05",410.5,412.75,406.799988,412.5,2767600,409.557159
"2021-05-06",413,416.850006,412.559998,414.970001,3058700,412.009521
"2021-05-07",415,419.019989,414.070007,417.649994,1851000,414.67041
"2021-05-10",419.269989,425.980011,418.220001,420.890015,2489300,417.887329
"2021-05-11",421,422.290009,410.609985,411.700012,3024000,408.762848
"2021-05-12",409.290009,410.850006,404.679993,405.369995,2888100,402.477997
"2021-05-13",406.279999,413.179993,404.320007,408.559998,2637500,405.645264
"2021-05-14",410.98999,412.589996,408.5,409.799988,2072900,406.876404
"2021-05-17",409.309998,412.51001,408.570007,408.630005,1583900,405.714783
"2021-05-18",409.690002,412.959991,406.269989,410.380005,2694800,407.452271
"2021-05-19",409.48999,410.720001,404.25,409.5,2783100,406.578552
"2021-05-20",409.529999,413.829987,408.320007,408.640015,2105800,405.724701
"2021-05-21",410.76001,418.630005,409.459991,411.630005,4295400,408.693359
"2021-05-24",412.369995,413.899994,409.920013,410.950012,1883600,408.018219
"2021-05-25",411.850006,413.859985,408.890015,413.049988,2285600,410.10321
"2021-05-26",412.100006,415.299988,411.01001,413.209991,1903900,410.262085
"2021-05-27",414.920013,415.109985,410.380005,412.700012,2041800,409.755737
"2021-05-28",412.700012,415.470001,410.019989,411.920013,2367900,408.981293
"2021-06-01",413.730011,413.730011,406.160004,406.720001,2199600,403.81839
"2021-06-02",409.140015,409.140015,404.549988,405.850006,2232900,402.95459
"2021-06-03",403.5,409.76001,402.839996,407.959991,2281200,405.04953
"2021-06-04",410.959991,411,404.649994,405.640015,2990900,402.746094
"2021-06-07",406.959991,407.209991,398.690002,400.25,3353800,397.394562
"2021-06-08",400.720001,402.75,398.75,401.73999,3051300,398.873901
"2021-06-09",403.329987,405.779999,400.529999,401.100006,1925700,398.238495
"2021-06-10",401.910004,402.850006,398.470001,401.48999,4033600,398.625671
"2021-06-11",403.350006,403.359985,394.779999,397.890015,3094300,395.051392
"2021-06-14",397.299988,399.470001,395.130005,399.160004,2674900,396.312317
"2021-06-15",399.959991,401.5,396.470001,400.279999,2845800,397.424316
"2021-06-16",401.100006,403.149994,396.670013,397.25,3330800,394.415924
"2021-06-17",396,398.070007,394.609985,397.350006,3532000,394.515228
"2021-06-18",387.279999,392.660004,387.25,389.369995,5521400,388.008057
